Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Achieved Occupancy,Warp Execution Efficiency(%),Warp Non-Predicated Execution Efficiency(%),Control-Flow Instructions,Bit-Convert Instructions,Misc Instructions,Load/Store Instructions,FP Instructions(Single),Integer Instructions,FP Instructions(Double),Atomic Throughput(bytes/sec),Eligible Warps Per Active Cycle,L2 Throughput (Atomic requests)(bytes/sec),Non-Coherent Global Load Efficiency(%),Non-Coherent Global Memory Load Throughput(bytes/sec),Instructions Executed,Instructions Issued,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Non-Coherent Global Hit Rate(%),Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,Local Memory Cache Replay Overhead,Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Local Memory Overhead(%),Issued IPC,Requested Non-Coherent Global Load Throughput(bytes/sec),L2 Hit Rate (Texture Reads)(%),L2 Hit Rate (L1 Reads)(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Shared Memory Load Transactions Per Request,Shared Memory Store Transactions Per Request,Global Load Transactions Per Request,Global Store Transactions Per Request,Instructions per warp,Issue Slot Utilization(%),Local Memory Load Transactions Per Request,Local Memory Store Transactions Per Request,Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Local Memory Store Throughput(bytes/sec),Local Memory Load Throughput(bytes/sec),L2 Write Transactions,L2 Read Transactions,Device Memory Write Transactions,Device Memory Read Transactions,Texture Cache Transactions,Executed Control-Flow Instructions,Issued Control-Flow Instructions,System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),Floating Point Operations(Double Precision),L2 Throughput (L1 Writes)(bytes/sec),L2 Transactions (Atomic requests),Floating Point Operations(Double Precision Add),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Executed Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precison FMA),Atomic Transactions Per Request,Atomic Transactions,Atomic Replay Overhead,Inter-Thread Instructions,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),FLOP Efficiency(Peak Double)(%),Issue Stall Reasons (Not Selected)(%),L1 Local Hit Rate(%),Multiprocessor Activity(%),L1 Global Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Executed IPC,Instruction Replay Overhead,Shared Memory Replay Overhead,Global Memory Replay Overhead,Global Memory Cache Replay Overhead
"sum_kernel(double*, int)",5851267566,6368,20,1,1,512,1,1,18,0,0,,,0,25,25,0.305,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.703,0,0,0,2976,4726,Low (1),Idle,0,0,3673,0,Low (1),0.92,Low (1),Low (1),Low (1),Low (1),Low (1),0,15209125,209125475,76045627,3802281,0,0.32,0,0,90,0,76045627,0,0,1,1,9.3,6.217,0,0,20,1,0,5,0,0,0,0,0,0,0,7,236,4,55,0,329,329,19011406,0,26615969,897338403,0,21,3802281,0,20,0,1,0,0,0,20,0,62,21,0,0,11.713,0.587,0,39.877,1,0,0,0,0,0,15,3.827,57034220,0,40.368,0.026,0,2.682,0,15.44,0,19011406,950570,0.2,0.588,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5851277134,3182206,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162961,Low (1),Idle,0,0,131982,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111176943,17533101,126007234,150734434,0,0.071,0,0,92.361,0,126007234,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,5,0,0,626,640,50318493,0,0,15009,14441,11065,1745,0,12595,12904,50238,0,150804767,145097717,51443827,320025,150734434,0,19999,0,15002,0,0,0,12541,0,44809,22848,0,92.101,2.1,3.545,20002,1.215,20002,140012,0,0,0,0,4082,0.096,41014395,0,0.451,0.247,0.009,0.212,0,7.841,0,50339845,75360937,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5854462668,4108093,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604212,Low (1),Idle,0,0,18884395,0,Low (1),3.222,Low (1),Low (2),Low (2),Low (1),Low (1),0,48633613,55401247,12290613457,38894444,0,0.914,0,0,99.684,0,12290613457,0,0,1.001,1.997,54090.959,18.288,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1581288,6252,7122,0,4718768,4719757,38894,0,38941118,12300663782,0,0,38894444,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.209,39.076,45.137,0,1.719,0,0,0,0,0,0,2372,0.428,18451524,0,0.018,0.34,0,0.852,0,68.466,0,97304177409,38894444,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5858573993,764480,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575174,12910222,0,2.47,0,0,0,2411799,6114609,Low (1),Idle,0,0,5694314,0,Low (2),0.702,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47378759009,40894084997,46279968519,29410156573,0.137,1.035,0,0,72.558,0,46279968519,1,1,6.401,28.445,7536.872,24.106,0,1,845417,695021,0,9,0,633,5780,3520,1915334272,497059,0,957729,1118571,1143818,987265,0,254985,263044,372794,0,39670656946,46332988153,1166431944,19000222,29513710545,0,2970220,0,712520,0,0,0,1117291,0,2927062,166453,0,5.682,9.948,35.475,790000,1.825,3770000,6130001,0,0,0,0,968241,6.491,40106080689,0,0.119,33.675,2.191,6.082,0,87.158,0,26626315135,4401250931,0.405,1.535,0,0.574,0
"sum_kernel(double*, int)",5859341705,6080,20,1,1,512,1,1,18,0,0,,,0,25,25,0.303,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.711,0,0,0,2976,4747,Low (1),Idle,0,0,3686,0,Low (1),0.929,Low (1),Low (1),Low (1),Low (1),Low (1),0,15151515,208333333,75757575,3787878,0,0.317,0,0,90,0,75757575,0,0,1,1,9.3,6.152,0,0,20,1,0,9,0,0,0,0,0,0,0,11,236,4,55,0,329,329,34090909,0,41666666,893939393,0,21,3787878,0,20,0,1,0,0,0,20,0,54,21,0,0,11.772,0.585,0,41.898,1,0,0,0,0,0,15,3.887,56818181,0,38.101,0.027,0,2.802,0,15.701,0,18939393,946969,0.194,0.595,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5859351017,3181790,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,163021,Low (1),Idle,0,0,132004,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111726251,23874590,126014831,150743521,0,0.071,0,0,92.457,0,126014831,1,1,1.03,1.059,318.606,1.441,0,0,10666,11252,0,9,0,0,626,640,50321527,0,0,15013,13785,11119,2376,0,12595,12911,90434,0,150854052,138514827,51446929,320025,150743521,0,19999,0,15002,0,0,0,12541,0,44820,22848,0,91.899,2.095,3.577,20002,1.431,20002,140012,0,0,0,0,4227,0.098,42473861,0,0.409,0.247,0.009,0.211,0,7.837,0,50342880,75365480,0.044,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5862536135,4096638,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604229,Low (1),Idle,0,0,18884403,0,Low (1),3.236,Low (1),Low (2),Low (2),Low (1),Low (1),0,48665791,48977153,12298745456,38920179,0,0.915,0,0,99.684,0,12298745456,0,0,1.001,1.997,54090.959,18.298,0,0,1574371,1250,0,9,0,0,0,0,0,0,0,5010,1581908,6252,6292,0,4718768,4719751,70056,0,38998019,12313628533,0,0,38920179,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.245,39.058,45.101,0,1.718,0,0,0,0,0,0,2354,0.431,18323620,0,0.017,0.344,0,0.85,0,68.431,0,97368558041,38920179,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5866636069,770559,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575181,12910220,0,2.494,0,0,0,2411799,6131573,Low (1),Idle,0,0,5711375,0,Low (3),0.711,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48827967978,42014350195,47576690512,30234202009,0.137,1.044,0,0,72.813,0,47576690512,1,1,6.401,28.445,7536.872,24.323,0,1.01,845417,695021,0,1,0,631,5780,3520,1969000170,1192301,0,958644,1118543,1146676,986665,0,254985,262908,42582,0,40821154828,47630003406,1199114290,19000218,30340657468,0,2970220,0,712520,0,0,0,1117291,0,2903358,166453,0,5.093,10.063,36.185,790000,1.839,3770000,6129999,0,0,0,0,975834,6.693,41553142565,0,0.145,33.093,2.201,6.178,0,87.036,0,27372359904,4524569919,0.411,1.542,0,0.574,0
"sum_kernel(double*, int)",5867409828,6240,20,1,1,512,1,1,18,0,0,,,0,25,25,0.304,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.714,0,0,0,2976,4759,Low (1),Idle,0,0,3699,0,Low (1),0.908,Low (1),Low (1),Low (1),Low (1),Low (1),0,15810276,217391304,79051383,3952569,0,0.32,0,0,90,0,79051383,0,0,1,1,9.3,6.225,0,0,20,1,0,1,0,0,0,0,0,0,0,3,236,4,55,0,329,329,3952569,0,11857707,932806324,0,21,3952569,0,20,0,1,0,0,0,20,0,54,21,0,0,11.522,0.561,0,40.147,1,0,0,0,0,0,15,3.785,59288537,0,40.333,0.027,0,2.717,0,15.586,0,19762845,988142,0.201,0.599,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5867419300,3182302,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162909,Low (1),Idle,0,0,131945,0,Low (1),0.034,Low (1),Low (1),Low (1),Low (1),Low (1),0,111261782,18838345,126000904,150726861,0,0.071,0,0,92.521,0,126000904,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,1,0,0,626,640,50315966,0,0,15005,13757,11074,1875,0,12595,12920,10047,0,150757003,138218200,51441243,320025,150726861,0,19999,0,15002,0,0,0,12541,0,44820,22848,0,92.037,2.099,3.577,20002,1.28,20002,140012,0,0,0,0,3825,0.099,38430225,0,0.416,0.247,0.009,0.211,0,7.841,0,50337316,75357151,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5870604898,4106686,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604231,Low (1),Idle,0,0,18884412,0,Low (1),3.244,Low (1),Low (2),Low (2),Low (1),Low (1),0,48613571,52190385,12285548358,38878416,0,0.915,0,0,99.684,0,12285548358,0,0,1.001,1.997,54090.959,18.307,0,0,1574371,1250,0,1,0,0,0,0,0,0,0,5002,1581592,6252,6712,0,4718768,4719748,7775,0,38893967,12297958348,0,0,38878416,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.215,39.068,45.118,0,1.719,0,0,0,0,0,0,2482,0.432,19299245,0,0.018,0.342,0,0.844,0,68.592,0,97264077266,38878416,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5874714848,757823,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575172,12910219,0,2.474,0,0,0,2411799,6118991,Low (1),Idle,0,0,5698690,0,Low (3),0.708,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47939754509,41255093520,46647085838,29643453573,0.137,1.035,0,0,72.758,0,46647085838,1,1,6.401,28.445,7536.872,24.093,0,1.011,845417,695021,0,5,0,626,5780,3520,1930527722,668002,0,959196,1118703,1148253,988142,0,254985,262895,208750,0,40046593186,46706037074,1175684702,19000172,29747828991,0,2970220,0,712520,0,0,0,1117291,0,2957544,166453,0,4.987,10.093,35.008,790000,1.85,3770000,6129976,0,0,0,0,976917,6.674,40786447895,0,0.134,34.347,2.202,6.199,0,87.738,0,26837529225,4436163994,0.4,1.537,0,0.574,0
"sum_kernel(double*, int)",5875475903,6240,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.702,0,0,0,2976,4762,Low (1),Idle,0,0,3702,0,Low (1),0.927,Low (1),Low (1),Low (1),Low (1),Low (1),0,15686274,215686274,78431372,3921568,0,0.319,0,0,90,0,78431372,0,0,1,1,9.3,6.201,0,0,20,1,0,5,0,0,0,0,0,0,0,7,236,4,55,0,329,329,19607843,0,27450980,925490196,0,21,3921568,0,20,0,1,0,0,0,20,0,54,21,0,0,11.77,0.598,0,40.118,1,0,0,0,0,0,15,3.852,58823529,0,39.994,0.026,0,2.716,0,15.623,0,19607843,980392,0.2,0.6,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5875485343,3181950,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162996,Low (1),Idle,0,0,131987,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111635769,21993582,126003436,150729890,0,0.071,0,0,92.489,0,126003436,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,5,0,0,626,640,50316977,0,0,15009,13673,11111,2189,0,12595,12908,50236,0,150800221,137377002,51442277,320025,150729890,0,19999,0,15002,0,0,0,12541,0,44811,22848,0,92.104,2.099,3.577,20002,1.214,20002,140012,0,0,0,0,4156,0.098,41756660,0,0.418,0.247,0.009,0.211,0,7.838,0,50338327,75358665,0.045,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5878670493,4095614,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604261,Low (1),Idle,0,0,18884431,0,Low (1),3.245,Low (1),Low (2),Low (2),Low (1),Low (1),0,48678307,50780538,12301908479,38930188,0,0.915,0,0,99.684,0,12301908479,0,0,1.001,1.997,54090.959,18.302,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1580848,6252,6522,0,4718768,4719764,38930,0,38976904,12308542183,0,0,38930188,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.209,39.06,45.119,0,1.717,0,0,0,0,0,0,2328,0.428,18125895,0,0.018,0.355,0,0.849,0,68.425,0,97393599536,38930188,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5882769371,768576,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575199,12910228,0,2.476,0,0,0,2411799,6161544,Low (1),Idle,0,0,5741231,0,Low (2),0.704,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,49720181503,43284572169,48283967156,30683664649,0.137,1.036,0,0,73.138,0,48283967156,1,1,6.401,28.445,7536.872,24.141,0,1.024,845417,695021,0,5,0,638,5780,3520,1998271391,1037165,0,961320,1118371,1150525,1001605,0,254985,263076,216076,0,41543647363,48330639585,1216940363,19000220,30791702679,0,2970220,0,712520,0,0,0,1117291,0,2902732,166453,0,5.799,10.06,35.632,790000,1.835,3770000,6130000,0,0,0,0,988810,6.484,42731633535,0,0.159,33.113,2.172,6.214,0,86.992,0,27779278305,4591832324,0.409,1.555,0,0.574,0
"sum_kernel(double*, int)",5883541211,5920,20,1,1,512,1,1,18,0,0,,,0,25,25,0.3,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.718,0,0,0,2976,4733,Low (1),Idle,0,0,3679,0,Low (1),0.931,Low (1),Low (1),Low (1),Low (1),Low (1),0,15209125,209125475,76045627,3802281,0,0.321,0,0,90,0,76045627,0,0,1,1,9.3,6.238,0,0,20,1,0,5,0,0,0,0,0,0,0,7,264,4,55,0,329,329,19011406,0,26615969,1003802281,0,21,3802281,0,20,0,1,0,0,0,20,0,54,21,0,0,11.839,0.548,0,39.987,1,0,0,0,0,0,15,3.526,57034220,0,40.356,0.027,0,2.786,0,15.437,0,19011406,950570,0.199,0.59,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5883550363,3182142,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162969,Low (1),Idle,0,0,131992,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111248407,22910881,126019896,150749580,0,0.071,0,0,92.521,0,126019896,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,5,0,0,626,640,50323550,0,0,15009,13977,11071,2280,0,12595,12946,50243,0,150819921,140449732,51448997,320025,150749580,0,19999,0,15002,0,0,0,12541,0,44804,22848,0,92.049,2.1,3.575,20002,1.27,20002,140012,0,0,0,0,4423,0.098,44445100,0,0.417,0.247,0.009,0.212,0,7.841,0,50344903,75368510,0.045,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5886735737,4094461,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604212,Low (1),Idle,0,0,18884398,0,Low (1),3.238,Low (1),Low (2),Low (2),Low (1),Low (1),0,48630599,48941735,12289851634,38892034,0,0.915,0,0,99.684,0,12289851634,0,0,1.001,1.997,54090.959,18.294,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1581632,6252,6292,0,4718768,4719754,38892,0,38938704,12302577107,0,0,38892034,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.202,39.07,45.126,0,1.719,0,0,0,0,0,0,1770,0.44,13767780,0,0.018,0.34,0,0.848,0,68.402,0,97298146089,38892034,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5890833430,751360,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575199,12910205,0,2.498,0,0,0,2411799,6151842,Low (1),Idle,0,0,5731330,0,Low (3),0.714,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47804931803,41385894876,46460869926,29525116433,0.137,1.047,0,0,72.93,0,46460869926,1,1,6.401,28.445,7536.872,24.383,0,1,845417,695021,0,1,0,632,5780,3520,1922821024,166333,0,962905,1118495,1149613,995248,0,254985,262940,41583,0,40040959747,46510936460,1170991350,19000224,29629075182,0,2970220,0,712520,0,0,0,1117291,0,2924038,166453,0,4.989,10.084,36.449,790000,1.826,3770000,6130002,0,0,0,0,988366,6.158,41099717232,0,0.157,33.421,2.207,6.202,0,87.374,0,26730393379,4418454757,0.411,1.551,0,0.574,0
"sum_kernel(double*, int)",5891588022,6144,20,1,1,512,1,1,18,0,0,,,0,25,25,0.301,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.701,0,0,0,2976,4747,Low (1),Idle,0,0,3691,0,Low (1),0.866,Low (1),Low (1),Low (1),Low (1),Low (1),0,15151515,208333333,75757575,3787878,0,0.317,0,0,90,0,75757575,0,0,1,1,9.3,6.165,0,0,20,1,0,1,0,0,0,0,0,0,0,7,236,4,55,0,329,329,3787878,0,26515151,893939393,0,21,3787878,0,20,0,1,0,0,0,20,0,62,21,0,0,11.022,0.53,0,37.943,1,0,0,0,0,0,15,3.108,56818181,0,43.948,0.025,0,2.558,0,15.629,0,18939393,946969,0.2,0.595,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5891597398,3182206,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,163069,Low (1),Idle,0,0,132032,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111793218,20748966,126011033,150738977,0,0.071,0,0,92.457,0,126011033,1,1,1.03,1.059,318.606,1.441,0,0,10666,11252,0,1,0,0,626,640,50320010,0,0,15009,13781,11126,2065,0,12595,12892,10047,0,150809313,138470460,51445378,320025,150738977,0,19999,0,15002,0,0,0,12541,0,44826,22848,0,92.066,2.1,3.586,20002,1.249,20002,140012,0,0,0,0,3799,0.1,38172068,0,0.408,0.247,0.009,0.212,0,7.837,0,50341362,75363208,0.044,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5894782868,4107581,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604207,Low (1),Idle,0,0,18884401,0,Low (1),3.252,Low (1),Low (2),Low (2),Low (1),Low (1),0,48643842,55879730,12293198386,38902625,0,0.915,0,0,99.684,0,12293198386,0,0,1.001,1.997,54090.959,18.296,0,0,1574371,1250,0,1,0,0,0,0,0,0,0,5006,1583628,6252,7182,0,4718768,4719753,7780,0,38949308,12321457253,0,0,38902625,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.207,39.061,45.122,0,1.718,0,0,0,0,0,0,3084,0.431,23995139,0,0.018,0.339,0,0.853,0,68.425,0,97324642162,38902625,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",5898893745,770336,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575197,12910217,0,2.407,0,0,0,2411799,6116204,Low (1),Idle,0,0,5695739,0,Low (2),0.699,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48733117049,42069025868,47694484760,30309058311,0.137,1.025,0,0,73.047,0,47694484760,1,1,6.401,28.445,7536.872,23.874,0,1.01,845417,695021,0,5,0,634,5780,3520,1973875181,2219755,0,961294,1118591,1141622,985509,0,254985,262964,213438,0,41035345342,47749978656,1202083155,19000214,30415777341,0,2970220,0,712520,0,0,0,1117291,0,3002099,166453,0,5.05,9.984,36.74,790000,1.822,3770000,6129997,0,0,0,0,966466,6.178,41256125672,0,0.115,33.467,2.159,5.944,0,86.733,0,27440130624,4535772218,0.408,1.536,0,0.574,0
"sum_kernel(double*, int)",5899667377,6112,20,1,1,512,1,1,18,0,0,,,0,25,25,0.3,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.713,0,0,0,2976,4743,Low (1),Idle,0,0,3691,0,Low (1),0.896,Low (1),Low (1),Low (1),Low (1),Low (1),0,15564202,214007782,77821011,3891050,0,0.32,0,0,90,0,77821011,0,0,1,1,9.3,6.219,0,0,20,1,0,5,0,0,0,0,0,0,0,7,236,4,55,0,329,329,19455252,0,27237354,918287937,0,21,3891050,0,20,0,1,0,0,0,20,0,52,21,0,0,11.383,0.549,0,41.717,1,0,0,0,0,0,15,3.67,58365758,0,39.079,0.026,0,2.681,0,15.526,0,19455252,972762,0.201,0.594,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",5899676753,3182142,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162989,Low (1),Idle,0,0,131990,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111604550,29119473,126013565,150742007,0,0.071,0,0,92.457,0,126013565,1,1,1.03,1.059,318.606,1.441,0,0,10666,11252,0,5,0,0,626,640,50321021,0,0,15009,14029,11107,2898,0,12595,12863,50240,0,150812343,140965179,51446412,320025,150742007,0,19999,0,15002,0,0,0,12541,0,44824,22848,0,92.038,2.098,3.58,20002,1.285,20002,140012,0,0,0,0,4829,0.1,48522407,0,0.409,0.247,0.009,0.211,0,7.837,0,50342374,75364723,0.045,0.599,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",5902862095,4108765,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604232,Low (1),Idle,0,0,18884413,0,Low (1),3.218,Low (1),Low (2),Low (2),Low (1),Low (1),0,48652170,48963444,12295302992,38909285,0,0.915,0,0,99.684,0,12295302992,0,0,1.001,1.997,54090.959,18.299,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1581144,6252,6292,0,4718768,4719765,38909,0,38955976,12304236564,0,0,38909285,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.243,39.063,45.118,0,1.718,0,0,0,0,0,0,1878,0.434,14614327,0,0.018,0.34,0,0.848,0,68.46,0,97341304224,38909285,0.671,0.364,0,0,0
